fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,ID,color
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,4296,white
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,4297,white
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6,4298,white
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,4299,white
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,4300,white
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,4301,white
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5,4302,white
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,4303,white
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,4304,white
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,4305,white
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,4306,white
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,4307,white
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7,4308,white
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,4309,white
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6,4310,white
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,4311,white
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,4312,white
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,4313,white
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,4314,white
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4315,white
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,4316,white
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5,4317,white
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,4318,white
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7,4319,white
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,4320,white
6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5,4321,white
6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6,4322,white
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7,4323,white
8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6,4324,white
5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6,4325,white
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,4326,white
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,4327,white
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,4328,white
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,4329,white
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5,4330,white
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,4331,white
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,4332,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4333,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4334,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4335,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4336,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4337,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4338,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4339,white
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8,4340,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,4341,white
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,6,4342,white
5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6,4343,white
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,4344,white
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,4345,white
7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,4346,white
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,4347,white
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7,4348,white
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,4349,white
7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5,4350,white
7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,4351,white
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,4352,white
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,4353,white
7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6,4354,white
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,4355,white
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,4356,white
6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,5,4357,white
5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6,4358,white
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,5,4359,white
7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6,4360,white
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,4361,white
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6,4362,white
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,4363,white
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,4364,white
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,4365,white
6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5,4366,white
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,4367,white
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,4368,white
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,4369,white
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,4370,white
6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5,4371,white
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,4372,white
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6,4373,white
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6,4374,white
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,4375,white
6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6,4376,white
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,4377,white
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,4378,white
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,4379,white
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,4380,white
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,6,4381,white
6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,4382,white
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,4383,white
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,4384,white
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,4385,white
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,4386,white
6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,4387,white
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,4388,white
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,4389,white
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4,4390,white
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,4391,white
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5,4392,white
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,4393,white
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6,4394,white
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,4395,white
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,4396,white
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,4397,white
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,4398,white
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,4399,white
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,4400,white
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,4401,white
7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6,4402,white
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6,4403,white
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,5,4404,white
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,4405,white
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,4406,white
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,4407,white
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,4408,white
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,4409,white
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,4410,white
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,4411,white
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4412,white
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,4413,white
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4414,white
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,4415,white
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5,4416,white
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,4417,white
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,4418,white
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,4419,white
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,4420,white
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,4421,white
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,4422,white
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,4423,white
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,4424,white
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,4425,white
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6,4426,white
6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6,4427,white
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5,4428,white
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,4429,white
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,4430,white
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,4431,white
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6,4432,white
6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6,4433,white
6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5,4434,white
7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,4435,white
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,6,4436,white
6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6,4437,white
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,4438,white
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,4439,white
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,4440,white
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,4441,white
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,4442,white
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,4443,white
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,4444,white
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4445,white
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4446,white
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,4447,white
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,4448,white
7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,4449,white
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6,4450,white
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,4451,white
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,4452,white
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,4453,white
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,4454,white
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,4455,white
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4456,white
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4457,white
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4458,white
6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,4459,white
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,4460,white
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,4461,white
7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6,4462,white
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,4463,white
6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,4464,white
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,4465,white
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,4466,white
6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,4467,white
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,4468,white
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,4469,white
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,4470,white
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6,4471,white
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,4472,white
7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,4473,white
7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,5,4474,white
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,4475,white
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,4476,white
6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6,4477,white
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,4478,white
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,4479,white
6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,4480,white
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5,4481,white
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,4482,white
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6,4483,white
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,4484,white
5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,4485,white
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6,4486,white
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,4487,white
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,4488,white
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,4489,white
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,4490,white
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6,4491,white
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,4492,white
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,4493,white
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,4494,white
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,4495,white
6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6,4496,white
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,4497,white
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,4498,white
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,4499,white
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,4500,white
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6,4501,white
6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6,4502,white
7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,6,4503,white
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,4504,white
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,4505,white
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5,4506,white
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,4507,white
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,5,4508,white
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4,4509,white
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5,4510,white
6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6,4511,white
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,4512,white
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,4513,white
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6,4514,white
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5,4515,white
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6,4516,white
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6,4517,white
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,4518,white
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,4519,white
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,4520,white
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,4521,white
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,4522,white
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,4523,white
6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,4524,white
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,4525,white
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,4526,white
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,4527,white
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,4528,white
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,4529,white
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,4530,white
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,4531,white
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,4532,white
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,4533,white
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5,4534,white
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,4535,white
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,4536,white
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6,4537,white
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5,4538,white
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,4539,white
8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,4540,white
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,4541,white
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,4542,white
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,4543,white
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,4544,white
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,4545,white
6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6,4546,white
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6,4547,white
5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6,4548,white
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,4549,white
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,4550,white
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,4551,white
7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6,4552,white
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,4553,white
5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,4554,white
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,4555,white
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5,4556,white
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,4557,white
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6,4558,white
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,4559,white
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,4560,white
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,4561,white
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6,4562,white
5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7,4563,white
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,4564,white
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,4565,white
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,4566,white
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5,4567,white
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,4568,white
6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6,4569,white
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,4570,white
5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6,4571,white
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,4572,white
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7,4573,white
6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6,4574,white
6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,4575,white
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,4576,white
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5,4577,white
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,6,4578,white
4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7,4579,white
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6,4580,white
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,4581,white
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,4582,white
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,4583,white
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,4584,white
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,4585,white
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,4586,white
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,4587,white
